EKG
524.0
527.0
528.0
501.0
504.0
503.0
488.0
508.0
495.0
497.0
507.0
495.0
508.0
503.0
495.0
509.0
496.0
503.0
502.0
490.0
510.0
499.0
500.0
512.0
505.0
524.0
523.0
516.0
534.0
520.0
524.0
525.0
514.0
529.0
518.0
514.0
523.0
509.0
520.0
513.0
505.0
523.0
508.0
513.0
514.0
505.0
520.0
509.0
505.0
516.0
504.0
516.0
511.0
501.0
518.0
506.0
508.0
511.0
499.0
516.0
507.0
503.0
517.0
504.0
515.0
510.0
502.0
519.0
503.0
503.0
504.0
496.0
528.0
527.0
522.0
515.0
499.0
505.0
501.0
491.0
510.0
498.0
500.0
506.0
494.0
508.0
503.0
495.0
507.0
492.0
501.0
499.0
491.0
509.0
498.0
501.0
510.0
504.0
526.0
519.0
515.0
530.0
516.0
526.0
523.0
513.0
526.0
513.0
512.0
521.0
510.0
521.0
513.0
506.0
519.0
506.0
514.0
514.0
504.0
521.0
511.0
506.0
517.0
505.0
517.0
510.0
503.0
518.0
504.0
511.0
511.0
500.0
515.0
504.0
503.0
514.0
502.0
515.0
510.0
503.0
518.0
505.0
511.0
510.0
496.0
511.0
500.0
512.0
526.0
521.0
517.0
504.0
494.0
506.0
494.0
497.0
502.0
493.0
509.0
498.0
493.0
509.0
492.0
505.0
502.0
491.0
507.0
494.0
497.0
500.0
494.0
513.0
507.0
502.0
523.0
509.0
519.0
509.0
503.0
519.0
505.0
506.0
507.0
498.0
514.0
504.0
495.0
513.0
498.0
505.0
503.0
498.0
514.0
503.0
503.0
514.0
499.0
516.0
510.0
504.0
520.0
509.0
518.0
512.0
499.0
522.0
510.0
509.0
515.0
502.0
519.0
511.0
503.0
514.0
507.0
514.0
514.0
504.0
522.0
510.0
507.0
515.0
504.0
519.0
504.0
498.0
519.0
515.0
529.0
529.0
506.0
518.0
502.0
500.0
512.0
500.0
513.0
503.0
498.0
515.0
502.0
508.0
507.0
499.0
515.0
501.0
499.0
511.0
499.0
513.0
506.0
503.0
525.0
515.0
525.0
525.0
515.0
532.0
519.0
517.0
526.0
513.0
523.0
515.0
507.0
523.0
508.0
513.0
514.0
503.0
520.0
508.0
504.0
517.0
504.0
515.0
509.0
499.0
516.0
506.0
508.0
509.0
499.0
516.0
508.0
500.0
515.0
502.0
508.0
507.0
502.0
515.0
495.0
499.0
507.0
492.0
506.0
508.0
497.0
508.0
488.0
504.0
498.0
487.0
502.0
485.0
490.0
511.0
502.0
518.0
501.0
491.0
501.0
492.0
499.0
498.0
490.0
510.0
497.0
499.0
509.0
498.0
512.0
505.0
497.0
512.0
501.0
506.0
506.0
502.0
520.0
512.0
514.0
527.0
518.0
530.0
526.0
518.0
532.0
521.0
525.0
522.0
514.0
528.0
516.0
511.0
524.0
512.0
524.0
517.0
508.0
525.0
510.0
515.0
518.0
507.0
522.0
512.0
508.0
520.0
507.0
521.0
515.0
506.0
520.0
509.0
513.0
515.0
503.0
519.0
510.0
505.0
516.0
503.0
514.0
512.0
504.0
520.0
508.0
509.0
515.0
504.0
517.0
510.0
502.0
513.0
500.0
519.0
521.0
517.0
523.0
505.0
504.0
510.0
498.0
512.0
504.0
497.0
510.0
502.0
510.0
506.0
497.0
514.0
500.0
499.0
507.0
495.0
508.0
501.0
497.0
515.0
507.0
516.0
520.0
511.0
529.0
518.0
516.0
524.0
510.0
523.0
515.0
507.0
523.0
509.0
513.0
513.0
502.0
519.0
509.0
504.0
516.0
503.0
514.0
507.0
502.0
519.0
505.0
509.0
513.0
501.0
518.0
508.0
505.0
516.0
503.0
515.0
510.0
501.0
517.0
505.0
506.0
512.0
500.0
513.0
504.0
502.0
515.0
504.0
515.0
511.0
501.0
518.0
507.0
508.0
512.0
497.0
510.0
504.0
508.0
526.0
518.0
515.0
507.0
495.0
512.0
499.0
501.0
505.0
497.0
511.0
503.0
496.0
510.0
498.0
506.0
502.0
492.0
510.0
497.0
497.0
507.0
496.0
513.0
509.0
507.0
525.0
515.0
520.0
523.0
512.0
526.0
514.0
511.0
521.0
508.0
519.0
513.0
504.0
520.0
506.0
510.0
512.0
501.0
517.0
509.0
505.0
516.0
505.0
515.0
510.0
502.0
519.0
505.0
508.0
512.0
503.0
517.0
507.0
504.0
517.0
503.0
512.0
510.0
502.0
518.0
504.0
506.0
512.0
502.0
517.0
508.0
504.0
517.0
503.0
514.0
511.0
501.0
513.0
500.0
502.0
519.0
512.0
533.0
510.0
499.0
511.0
494.0
504.0
504.0
494.0
512.0
499.0
498.0
508.0
496.0
510.0
501.0
492.0
507.0
492.0
499.0
500.0
492.0
511.0
503.0
506.0
520.0
510.0
526.0
520.0
512.0
529.0
516.0
517.0
517.0
507.0
523.0
512.0
507.0
519.0
505.0
516.0
509.0
498.0
516.0
503.0
508.0
512.0
500.0
513.0
504.0
502.0
513.0
501.0
511.0
506.0
495.0
515.0
501.0
503.0
508.0
500.0
513.0
499.0
492.0
507.0
493.0
504.0
502.0
494.0
505.0
492.0
494.0
502.0
491.0
506.0
496.0
486.0
495.0
480.0
495.0
506.0
511.0
520.0
497.0
489.0
497.0
484.0
499.0
495.0
489.0
503.0
491.0
498.0
499.0
491.0
509.0
496.0
494.0
501.0
490.0
503.0
500.0
497.0
517.0
508.0
519.0
521.0
515.0
534.0
525.0
522.0
529.0
518.0
528.0
518.0
510.0
525.0
513.0
518.0
520.0
510.0
523.0
513.0
507.0
519.0
509.0
521.0
516.0
508.0
524.0
511.0
513.0
516.0
506.0
522.0
513.0
508.0
519.0
507.0
516.0
513.0
505.0
521.0
506.0
509.0
517.0
507.0
523.0
514.0
507.0
520.0
509.0
519.0
515.0
507.0
518.0
507.0
512.0
531.0
523.0
531.0
511.0
501.0
515.0
501.0
509.0
509.0
498.0
513.0
504.0
499.0
511.0
502.0
515.0
504.0
503.0
518.0
502.0
509.0
512.0
498.0
516.0
508.0
507.0
522.0
509.0
519.0
513.0
499.0
516.0
500.0
504.0
504.0
496.0
510.0
496.0
492.0
