EMG
599.0
539.0
550.0
591.0
566.0
591.0
559.0
569.0
593.0
559.0
589.0
576.0
567.0
614.0
562.0
572.0
604.0
556.0
604.0
566.0
563.0
597.0
554.0
578.0
572.0
544.0
594.0
550.0
542.0
585.0
534.0
562.0
547.0
534.0
576.0
522.0
551.0
550.0
524.0
564.0
522.0
520.0
556.0
508.0
551.0
523.0
518.0
558.0
508.0
528.0
532.0
499.0
554.0
512.0
511.0
539.0
499.0
532.0
505.0
494.0
549.0
488.0
513.0
523.0
487.0
535.0
489.0
495.0
530.0
477.0
523.0
505.0
486.0
536.0
485.0
496.0
515.0
477.0
527.0
492.0
486.0
529.0
480.0
510.0
493.0
485.0
534.0
483.0
496.0
514.0
478.0
516.0
479.0
480.0
534.0
486.0
508.0
501.0
478.0
511.0
486.0
490.0
525.0
479.0
520.0
492.0
478.0
522.0
483.0
510.0
508.0
479.0
526.0
479.0
474.0
525.0
484.0
523.0
489.0
483.0
529.0
478.0
499.0
511.0
466.0
528.0
490.0
482.0
520.0
482.0
515.0
490.0
474.0
525.0
482.0
506.0
514.0
473.0
526.0
484.0
476.0
530.0
480.0
510.0
498.0
484.0
535.0
484.0
499.0
515.0
478.0
521.0
490.0
484.0
524.0
484.0
514.0
494.0
483.0
536.0
487.0
501.0
515.0
477.0
527.0
487.0
483.0
530.0
478.0
516.0
504.0
482.0
534.0
483.0
500.0
514.0
476.0
507.0
501.0
492.0
533.0
473.0
513.0
504.0
485.0
530.0
483.0
495.0
517.0
481.0
521.0
488.0
489.0
531.0
479.0
508.0
506.0
484.0
531.0
487.0
496.0
526.0
484.0
520.0
500.0
490.0
532.0
486.0
503.0
512.0
487.0
531.0
491.0
491.0
521.0
482.0
520.0
500.0
483.0
532.0
486.0
503.0
516.0
483.0
530.0
489.0
496.0
521.0
476.0
518.0
500.0
488.0
534.0
487.0
504.0
510.0
485.0
528.0
493.0
490.0
529.0
485.0
513.0
498.0
493.0
535.0
488.0
502.0
516.0
482.0
529.0
497.0
493.0
532.0
483.0
513.0
507.0
489.0
534.0
487.0
506.0
524.0
486.0
527.0
498.0
484.0
537.0
485.0
513.0
517.0
491.0
535.0
487.0
495.0
528.0
486.0
530.0
500.0
484.0
545.0
485.0
