EMG
504.0
474.0
398.0
453.0
495.0
384.0
471.0
436.0
437.0
412.0
457.0
492.0
442.0
461.0
419.0
413.0
476.0
533.0
459.0
368.0
513.0
424.0
557.0
544.0
496.0
480.0
511.0
560.0
456.0
516.0
562.0
560.0
537.0
472.0
530.0
516.0
552.0
537.0
529.0
487.0
555.0
502.0
594.0
577.0
477.0
617.0
555.0
511.0
586.0
562.0
581.0
556.0
541.0
583.0
544.0
547.0
579.0
529.0
573.0
566.0
550.0
599.0
545.0
574.0
572.0
526.0
613.0
551.0
590.0
606.0
578.0
607.0
589.0
593.0
611.0
586.0
616.0
608.0
585.0
633.0
588.0
592.0
625.0
583.0
611.0
593.0
585.0
623.0
577.0
602.0
596.0
569.0
615.0
559.0
575.0
602.0
558.0
595.0
563.0
540.0
591.0
535.0
568.0
565.0
537.0
578.0
530.0
532.0
559.0
512.0
560.0
522.0
522.0
560.0
508.0
525.0
527.0
493.0
539.0
505.0
511.0
532.0
492.0
523.0
501.0
488.0
524.0
483.0
508.0
521.0
485.0
527.0
486.0
490.0
515.0
480.0
506.0
496.0
482.0
524.0
477.0
489.0
497.0
475.0
522.0
483.0
493.0
527.0
478.0
507.0
489.0
477.0
518.0
475.0
493.0
508.0
477.0
512.0
487.0
481.0
515.0
474.0
502.0
492.0
476.0
526.0
480.0
493.0
501.0
476.0
513.0
486.0
480.0
533.0
481.0
505.0
496.0
476.0
521.0
478.0
481.0
511.0
471.0
519.0
497.0
487.0
521.0
477.0
498.0
495.0
469.0
531.0
479.0
494.0
520.0
476.0
516.0
486.0
480.0
521.0
473.0
510.0
494.0
484.0
527.0
477.0
490.0
515.0
471.0
515.0
486.0
481.0
533.0
485.0
503.0
505.0
479.0
525.0
474.0
486.0
517.0
479.0
519.0
499.0
482.0
529.0
478.0
499.0
503.0
475.0
515.0
486.0
502.0
519.0
486.0
521.0
500.0
488.0
524.0
481.0
501.0
506.0
476.0
518.0
489.0
496.0
520.0
484.0
511.0
499.0
489.0
528.0
485.0
506.0
510.0
490.0
525.0
494.0
495.0
525.0
486.0
518.0
497.0
487.0
527.0
489.0
506.0
513.0
492.0
529.0
495.0
493.0
528.0
485.0
513.0
505.0
483.0
523.0
494.0
505.0
519.0
486.0
527.0
493.0
488.0
527.0
483.0
513.0
507.0
485.0
530.0
489.0
498.0
515.0
481.0
519.0
497.0
493.0
531.0
486.0
513.0
511.0
490.0
532.0
489.0
501.0
522.0
486.0
523.0
499.0
494.0
529.0
487.0
511.0
509.0
487.0
533.0
490.0
499.0
522.0
487.0
521.0
498.0
486.0
531.0
484.0
506.0
511.0
487.0
535.0
491.0
495.0
524.0
485.0
515.0
503.0
495.0
536.0
487.0
511.0
519.0
485.0
519.0
495.0
498.0
521.0
493.0
518.0
496.0
493.0
536.0
487.0
506.0
513.0
483.0
529.0
489.0
496.0
526.0
491.0
521.0
489.0
494.0
529.0
501.0
509.0
496.0
501.0
523.0
494.0
498.0
533.0
488.0
518.0
504.0
488.0
544.0
478.0
520.0
521.0
477.0
545.0
494.0
484.0
537.0
490.0
504.0
524.0
492.0
544.0
490.0
486.0
534.0
492.0
514.0
510.0
484.0
532.0
498.0
511.0
506.0
497.0
533.0
476.0
534.0
473.0
484.0
526.0
545.0
493.0
528.0
504.0
500.0
553.0
492.0
519.0
505.0
496.0
523.0
506.0
541.0
500.0
460.0
555.0
472.0
525.0
532.0
473.0
545.0
490.0
504.0
515.0
503.0
526.0
496.0
502.0
511.0
507.0
519.0
460.0
541.0
533.0
471.0
549.0
503.0
482.0
521.0
469.0
491.0
535.0
492.0
503.0
498.0
498.0
499.0
508.0
524.0
519.0
497.0
501.0
485.0
500.0
525.0
